SPSBEAM/GAMMA,SPSBEAM/GAMMA
X,Y
4166.0,407.0699569938762
4172.0,407.7191650023031
4178.0,408.3636289329385
4184.0,409.00334878540536
4190.0,409.63832455975523
4196.0,410.2685562558289
4202.0,410.8940438732565
4208.0,411.51478741209684
4214.0,412.130786872091
4220.0,412.74204225308904
4226.0,413.34855355494346
4232.0,413.9503207776153
4238.0,414.5473439208545
4244.0,415.13962298452
4250.0,415.72715796847257
4256.0,416.30994887268184
4262.0,416.8872971635327
4268.0,417.4501219078033
4274.0,417.99562897181517
4280.0,418.52381835516337
4286.0,419.03469005735184
4292.0,419.52824407811295
4298.0,420.0044804170868
4304.0,420.46339907382213
4310.0,420.90500004820126
4316.0,421.32928333969477
4322.0,421.7362489481067
4328.0,422.12589687304177
4334.0,422.498227114438
4340.0,422.8532396718207
4346.0,423.19093454504775
4352.0,423.5113117338838
4358.0,423.814371238
4364.0,424.1001130573996
4370.0,424.3685371916726
4376.0,424.6196436406345
4382.0,424.8534324043264
4388.0,425.06990348237554
4394.0,425.26905687484754
4400.0,425.4508925813938
4406.0,425.6154106018911
4412.0,425.7626109364413
4418.0,425.89249358473177
4424.0,426.0050585467814
4430.0,426.1003058225146
4436.0,426.17823541176045
4442.0,426.2388473145733
4448.0,426.28214153101914
4454.0,426.308118060749
4460.0,426.3167769040653
4510.0,426.3151008000659
4535.0,426.31299971312194
4560.0,426.3149335671461
4610.0,426.3655774884501
4660.0,426.3660235515779
4685.0,426.3813933675128
4710.0,426.3899831952203
4760.0,426.4127643612601
4810.0,426.4314152232044
4835.0,426.4413762672009
4860.0,426.4498815794643
4910.0,426.4677591497757
4960.0,426.4841697520935
4985.0,426.4917746778362
5010.0,426.49972561156346
5060.0,426.51386460862614
5110.0,426.52620310068477
5135.0,426.5321109281469
5160.0,426.53774871493886
5210.0,426.54853559704276
5310.0,426.5695590037104
5410.0,426.58928120569203
5460.0,426.5994669081425
5560.0,426.61844986161435
5610.0,426.62764636217685
5710.0,426.6454462835118
5760.0,426.65399271169315
5810.0,426.6622179049159
5885.0,426.67484346424135
5910.0,426.67884638219346
5960.0,426.6872546903639
6060.0,426.7032575568645
6110.0,426.7114129148856
6160.0,426.7192651163443
6210.0,426.72688268670265
6260.0,426.7349630880975
6335.0,426.74655054674304
6360.0,426.7506089108344
6485.0,426.76969089910443
6660.0,426.7969036794665
6760.0,426.8123782288998
6860.0,426.82824946722104
6910.0,426.836423890996
6960.0,426.84410453202844
7010.0,426.8525648516436
7060.0,426.86043867024244
7160.0,426.87683680188024
7210.0,426.88546709285066
7260.0,426.8934221154001
7310.0,426.9022298366281
7360.0,426.910813586748
7410.0,426.91911642624456
7810.0,426.9894352766575
7910.0,427.00676335059416
7960.0,427.0151591591542
8010.0,427.024084810053
8060.0,427.03215197686694
8135.0,427.04468550349213
8160.0,427.0485741413776
8260.0,427.06480556279496
8310.0,427.0727429597122
8360.0,427.080422116874
8410.0,427.08842073041404
8435.0,427.09265532278584
8510.0,427.1040892097026
8585.0,427.1167869504219
8660.0,427.1295484639459
8760.0,427.1481779953128
8810.0,427.1584738036646
8860.0,427.1694879994827
8885.0,427.17574387244395
8910.0,427.18165454571096
8960.0,427.19602648387644
9010.0,427.2128761164647
9035.0,427.22278584082943
9060.0,427.2322671532922
9110.0,427.25752296286777
9160.0,427.28631076411114
9235.0,427.3404804604465
9240.0,427.3853100899836
